price_time,open_price,high_price,low_price,close_price,price_change,return_pct,volatility,direction,pnl_usd
"2003-07-25 23:00:00",1.15140,1.15170,1.15070,1.15130,-0.00010,-0.008685079,0.00100,SELL,10.00000
"2003-07-28 00:00:00",1.14970,1.15050,1.14950,1.14990,0.00020,0.017395842,0.00100,BUY,20.00000
"2003-07-28 01:00:00",1.15000,1.15050,1.14870,1.14910,-0.00090,-0.078260870,0.00180,SELL,90.00000
"2003-07-28 02:00:00",1.14940,1.14980,1.14820,1.14830,-0.00110,-0.095702105,0.00160,SELL,110.00000
"2003-07-28 03:00:00",1.14830,1.14900,1.14640,1.14770,-0.00060,-0.052251154,0.00260,SELL,60.00000
"2003-07-28 04:00:00",1.14740,1.14800,1.14650,1.14760,0.00020,0.017430713,0.00150,BUY,20.00000
"2003-07-28 05:00:00",1.14770,1.14820,1.14720,1.14740,-0.00030,-0.026139235,0.00100,SELL,30.00000
"2003-07-28 06:00:00",1.14740,1.14830,1.14730,1.14770,0.00030,0.026146069,0.00100,BUY,30.00000
"2003-07-28 07:00:00",1.14770,1.14840,1.14700,1.14790,0.00020,0.017426157,0.00140,BUY,20.00000
"2003-07-28 08:00:00",1.14780,1.14830,1.14540,1.14660,-0.00120,-0.104547831,0.00290,SELL,120.00000
"2003-07-28 09:00:00",1.14650,1.14900,1.14600,1.14870,0.00220,0.191888356,0.00300,BUY,220.00000
"2003-07-28 10:00:00",1.14870,1.15200,1.14720,1.15160,0.00290,0.252459302,0.00480,BUY,290.00000
"2003-07-28 11:00:00",1.15170,1.15230,1.14700,1.14740,-0.00430,-0.373361118,0.00530,SELL,430.00000
"2003-07-28 12:00:00",1.14750,1.14890,1.14620,1.14650,-0.00100,-0.087145969,0.00270,SELL,100.00000
"2003-07-28 13:00:00",1.14650,1.14740,1.14520,1.14670,0.00020,0.017444396,0.00220,BUY,20.00000
"2003-07-28 14:00:00",1.14670,1.15040,1.14650,1.14830,0.00160,0.139530828,0.00390,BUY,160.00000
"2003-07-28 15:00:00",1.14860,1.15020,1.14720,1.14900,0.00040,0.034825004,0.00300,BUY,40.00000
"2003-07-28 16:00:00",1.14890,1.15030,1.14830,1.14890,0.00000,0.000000000,0.00200,SELL,0.00000
"2003-07-28 17:00:00",1.14890,1.15000,1.14750,1.14990,0.00100,0.087039777,0.00250,BUY,100.00000
"2003-07-28 18:00:00",1.15000,1.15190,1.14910,1.15070,0.00070,0.060869565,0.00280,BUY,70.00000
"2003-07-28 19:00:00",1.15060,1.15140,1.14970,1.15050,-0.00010,-0.008691118,0.00170,SELL,10.00000
"2003-07-28 20:00:00",1.15020,1.15120,1.14970,1.15020,0.00000,0.000000000,0.00150,SELL,0.00000
"2003-07-28 21:00:00",1.15040,1.15070,1.14860,1.14940,-0.00100,-0.086926287,0.00210,SELL,100.00000
"2003-07-28 22:00:00",1.14930,1.15020,1.14880,1.14950,0.00020,0.017401897,0.00140,BUY,20.00000
"2003-07-28 23:00:00",1.14960,1.15030,1.14840,1.14890,-0.00070,-0.060890745,0.00190,SELL,70.00000
"2003-07-29 00:00:00",1.14870,1.14950,1.14850,1.14870,0.00000,0.000000000,0.00100,SELL,0.00000
"2003-07-29 01:00:00",1.14870,1.15010,1.14870,1.14900,0.00030,0.026116479,0.00140,BUY,30.00000
"2003-07-29 02:00:00",1.14890,1.14950,1.14840,1.14880,-0.00010,-0.008703978,0.00110,SELL,10.00000
"2003-07-29 03:00:00",1.14880,1.15050,1.14800,1.14990,0.00110,0.095752089,0.00250,BUY,110.00000
"2003-07-29 04:00:00",1.15000,1.15110,1.14910,1.15060,0.00060,0.052173913,0.00200,BUY,60.00000
"2003-07-29 05:00:00",1.15060,1.15090,1.14980,1.15070,0.00010,0.008691118,0.00110,BUY,10.00000
"2003-07-29 06:00:00",1.15060,1.15120,1.14990,1.15050,-0.00010,-0.008691118,0.00130,SELL,10.00000
"2003-07-29 07:00:00",1.15020,1.15180,1.14980,1.15100,0.00080,0.069553121,0.00200,BUY,80.00000
"2003-07-29 08:00:00",1.15120,1.15370,1.14980,1.15250,0.00130,0.112925643,0.00390,BUY,130.00000
"2003-07-29 09:00:00",1.15240,1.15290,1.15070,1.15140,-0.00100,-0.086775425,0.00220,SELL,100.00000
"2003-07-29 10:00:00",1.15150,1.15180,1.14980,1.15130,-0.00020,-0.017368650,0.00200,SELL,20.00000
"2003-07-29 11:00:00",1.15130,1.15160,1.14740,1.14940,-0.00190,-0.165030835,0.00420,SELL,190.00000
"2003-07-29 12:00:00",1.14960,1.14990,1.14730,1.14770,-0.00190,-0.165274878,0.00260,SELL,190.00000
"2003-07-29 13:00:00",1.14770,1.14840,1.14630,1.14730,-0.00040,-0.034852313,0.00210,SELL,40.00000
"2003-07-29 14:00:00",1.14760,1.14770,1.14520,1.14730,-0.00030,-0.026141513,0.00250,SELL,30.00000
"2003-07-29 15:00:00",1.14700,1.14960,1.14690,1.14890,0.00190,0.165649520,0.00270,BUY,190.00000
"2003-07-29 16:00:00",1.14890,1.15430,1.14810,1.15040,0.00150,0.130559666,0.00620,BUY,150.00000
"2003-07-29 17:00:00",1.15030,1.15090,1.14620,1.14690,-0.00340,-0.295575067,0.00470,SELL,340.00000
"2003-07-29 18:00:00",1.14690,1.14900,1.14600,1.14820,0.00130,0.113349028,0.00300,BUY,130.00000
"2003-07-29 19:00:00",1.14830,1.14900,1.14660,1.14730,-0.00100,-0.087085256,0.00240,SELL,100.00000
"2003-07-29 20:00:00",1.14720,1.14800,1.14540,1.14640,-0.00080,-0.069735007,0.00260,SELL,80.00000
"2003-07-29 21:00:00",1.14620,1.14700,1.14530,1.14590,-0.00030,-0.026173443,0.00170,SELL,30.00000
"2003-07-29 22:00:00",1.14570,1.14640,1.14360,1.14430,-0.00140,-0.122196037,0.00280,SELL,140.00000
"2003-07-29 23:00:00",1.14430,1.14490,1.14300,1.14400,-0.00030,-0.026216901,0.00190,SELL,30.00000
"2003-07-30 00:00:00",1.14410,1.14510,1.14370,1.14450,0.00040,0.034961979,0.00140,BUY,40.00000
"2003-07-30 01:00:00",1.14440,1.14560,1.14410,1.14450,0.00010,0.008738203,0.00150,BUY,10.00000
"2003-07-30 02:00:00",1.14430,1.14540,1.14400,1.14460,0.00030,0.026216901,0.00140,BUY,30.00000
"2003-07-30 03:00:00",1.14450,1.14550,1.14410,1.14500,0.00050,0.043687200,0.00140,BUY,50.00000
"2003-07-30 04:00:00",1.14490,1.14530,1.14410,1.14460,-0.00030,-0.026203162,0.00120,SELL,30.00000
"2003-07-30 05:00:00",1.14450,1.14480,1.14330,1.14450,0.00000,0.000000000,0.00150,SELL,0.00000
"2003-07-30 06:00:00",1.14440,1.14550,1.14390,1.14410,-0.00030,-0.026214610,0.00160,SELL,30.00000
"2003-07-30 07:00:00",1.14420,1.14480,1.14310,1.14360,-0.00060,-0.052438385,0.00170,SELL,60.00000
"2003-07-30 08:00:00",1.14370,1.14480,1.14250,1.14330,-0.00040,-0.034974207,0.00230,SELL,40.00000
"2003-07-30 09:00:00",1.14330,1.14480,1.14290,1.14330,0.00000,0.000000000,0.00190,SELL,0.00000
"2003-07-30 10:00:00",1.14320,1.14470,1.14280,1.14410,0.00090,0.078726382,0.00190,BUY,90.00000
"2003-07-30 11:00:00",1.14410,1.14540,1.14370,1.14380,-0.00030,-0.026221484,0.00170,SELL,30.00000
"2003-07-30 12:00:00",1.14380,1.14430,1.14300,1.14380,0.00000,0.000000000,0.00130,SELL,0.00000
"2003-07-30 13:00:00",1.14370,1.14420,1.14090,1.14220,-0.00150,-0.131153274,0.00330,SELL,150.00000
"2003-07-30 14:00:00",1.14230,1.14290,1.13980,1.14060,-0.00170,-0.148822551,0.00310,SELL,170.00000
"2003-07-30 15:00:00",1.14090,1.14200,1.13810,1.13990,-0.00100,-0.087650101,0.00390,SELL,100.00000
"2003-07-30 16:00:00",1.13970,1.14130,1.13850,1.13890,-0.00080,-0.070193911,0.00280,SELL,80.00000
"2003-07-30 17:00:00",1.13890,1.13920,1.13520,1.13690,-0.00200,-0.175608043,0.00400,SELL,200.00000
"2003-07-30 18:00:00",1.13700,1.13810,1.13550,1.13760,0.00060,0.052770449,0.00260,BUY,60.00000
"2003-07-30 19:00:00",1.13770,1.13830,1.13570,1.13660,-0.00110,-0.096686297,0.00260,SELL,110.00000
"2003-07-30 20:00:00",1.13650,1.13770,1.13550,1.13590,-0.00060,-0.052793665,0.00220,SELL,60.00000
"2003-07-30 21:00:00",1.13580,1.13680,1.13360,1.13420,-0.00160,-0.140869871,0.00320,SELL,160.00000
"2003-07-30 22:00:00",1.13420,1.13490,1.13390,1.13440,0.00020,0.017633574,0.00100,BUY,20.00000
"2003-07-30 23:00:00",1.13430,1.13750,1.13420,1.13580,0.00150,0.132240148,0.00330,BUY,150.00000
"2003-07-31 00:00:00",1.13570,1.13630,1.13430,1.13510,-0.00060,-0.052830853,0.00200,SELL,60.00000
"2003-07-31 01:00:00",1.13510,1.13600,1.13400,1.13460,-0.00050,-0.044048982,0.00200,SELL,50.00000
"2003-07-31 02:00:00",1.13460,1.13630,1.13420,1.13570,0.00110,0.096950467,0.00210,BUY,110.00000
"2003-07-31 03:00:00",1.13580,1.13670,1.13390,1.13430,-0.00150,-0.132065504,0.00280,SELL,150.00000
"2003-07-31 04:00:00",1.13430,1.13480,1.13320,1.13380,-0.00050,-0.044080049,0.00160,SELL,50.00000
"2003-07-31 05:00:00",1.13390,1.13480,1.13340,1.13370,-0.00020,-0.017638240,0.00140,SELL,20.00000
"2003-07-31 06:00:00",1.13400,1.13460,1.13220,1.13260,-0.00140,-0.123456790,0.00240,SELL,140.00000
"2003-07-31 07:00:00",1.13270,1.13400,1.13160,1.13350,0.00080,0.070627704,0.00240,BUY,80.00000
"2003-07-31 08:00:00",1.13350,1.13500,1.13290,1.13320,-0.00030,-0.026466696,0.00210,SELL,30.00000
"2003-07-31 09:00:00",1.13350,1.13440,1.13210,1.13290,-0.00060,-0.052933392,0.00230,SELL,60.00000
"2003-07-31 10:00:00",1.13280,1.13380,1.13210,1.13300,0.00020,0.017655367,0.00170,BUY,20.00000
"2003-07-31 11:00:00",1.13300,1.13370,1.13070,1.13120,-0.00180,-0.158870256,0.00300,SELL,180.00000
"2003-07-31 12:00:00",1.13100,1.13200,1.12980,1.13080,-0.00020,-0.017683466,0.00220,SELL,20.00000
"2003-07-31 13:00:00",1.13070,1.13180,1.12870,1.13140,0.00070,0.061908552,0.00310,BUY,70.00000
"2003-07-31 14:00:00",1.13120,1.13360,1.12780,1.12850,-0.00270,-0.238684583,0.00580,SELL,270.00000
"2003-07-31 15:00:00",1.12860,1.13070,1.12800,1.12880,0.00020,0.017721070,0.00270,BUY,20.00000
"2003-07-31 16:00:00",1.12900,1.12900,1.12500,1.12550,-0.00350,-0.310008857,0.00400,SELL,350.00000
"2003-07-31 17:00:00",1.12540,1.12640,1.12250,1.12330,-0.00210,-0.186600320,0.00390,SELL,210.00000
"2003-07-31 18:00:00",1.12330,1.12500,1.12290,1.12360,0.00030,0.026707024,0.00210,BUY,30.00000
"2003-07-31 19:00:00",1.12350,1.12400,1.12260,1.12350,0.00000,0.000000000,0.00140,SELL,0.00000
"2003-07-31 20:00:00",1.12330,1.12450,1.12270,1.12400,0.00070,0.062316389,0.00180,BUY,70.00000
"2003-07-31 21:00:00",1.12400,1.12490,1.12300,1.12430,0.00030,0.026690391,0.00190,BUY,30.00000
"2003-07-31 22:00:00",1.12430,1.12470,1.12280,1.12310,-0.00120,-0.106733078,0.00190,SELL,120.00000
"2003-07-31 23:00:00",1.12320,1.12380,1.12280,1.12330,0.00010,0.008903134,0.00100,BUY,10.00000
"2003-08-01 00:00:00",1.12340,1.12470,1.12310,1.12400,0.00060,0.053409293,0.00160,BUY,60.00000
"2003-08-01 01:00:00",1.12390,1.12440,1.12310,1.12350,-0.00040,-0.035590355,0.00130,SELL,40.00000
"2003-08-01 02:00:00",1.12340,1.12430,1.12250,1.12280,-0.00060,-0.053409293,0.00180,SELL,60.00000
"2003-08-01 03:00:00",1.12310,1.12400,1.12270,1.12360,0.00050,0.044519633,0.00130,BUY,50.00000
"2003-08-01 04:00:00",1.12350,1.12460,1.12320,1.12420,0.00070,0.062305296,0.00140,BUY,70.00000
"2003-08-01 05:00:00",1.12410,1.12460,1.12360,1.12410,0.00000,0.000000000,0.00100,SELL,0.00000
"2003-08-01 06:00:00",1.12370,1.12440,1.12300,1.12340,-0.00030,-0.026697517,0.00140,SELL,30.00000
"2003-08-01 07:00:00",1.12340,1.12380,1.12100,1.12170,-0.00170,-0.151326331,0.00280,SELL,170.00000
"2003-08-01 08:00:00",1.12160,1.12250,1.11990,1.12050,-0.00110,-0.098074180,0.00260,SELL,110.00000
"2003-08-01 09:00:00",1.12040,1.12170,1.11970,1.12110,0.00070,0.062477687,0.00200,BUY,70.00000
"2003-08-01 10:00:00",1.12070,1.12130,1.11340,1.11580,-0.00490,-0.437226733,0.00790,SELL,490.00000
"2003-08-01 11:00:00",1.11590,1.11890,1.11500,1.11750,0.00160,0.143382023,0.00390,BUY,160.00000
"2003-08-01 12:00:00",1.11760,1.11870,1.11600,1.11630,-0.00130,-0.116320687,0.00270,SELL,130.00000
"2003-08-01 13:00:00",1.11640,1.11780,1.11540,1.11660,0.00020,0.017914726,0.00240,BUY,20.00000
"2003-08-01 14:00:00",1.11660,1.12180,1.11560,1.11790,0.00130,0.116424861,0.00620,BUY,130.00000
"2003-08-01 15:00:00",1.11800,1.12080,1.11750,1.11970,0.00170,0.152057245,0.00330,BUY,170.00000
"2003-08-01 16:00:00",1.11940,1.12770,1.11920,1.12540,0.00600,0.536001429,0.00850,BUY,600.00000
"2003-08-01 17:00:00",1.12550,1.12710,1.12380,1.12550,0.00000,0.000000000,0.00330,SELL,0.00000
"2003-08-01 18:00:00",1.12520,1.12620,1.12450,1.12540,0.00020,0.017774618,0.00170,BUY,20.00000
"2003-08-01 19:00:00",1.12520,1.12560,1.12400,1.12460,-0.00060,-0.053323854,0.00160,SELL,60.00000
"2003-08-01 20:00:00",1.12480,1.12690,1.12420,1.12620,0.00140,0.124466572,0.00270,BUY,140.00000
"2003-08-01 21:00:00",1.12640,1.12720,1.12600,1.12630,-0.00010,-0.008877841,0.00120,SELL,10.00000
"2003-08-01 22:00:00",1.12610,1.12790,1.12600,1.12750,0.00140,0.124322884,0.00190,BUY,140.00000
"2003-08-01 23:00:00",1.12760,1.12850,1.12740,1.12760,0.00000,0.000000000,0.00110,SELL,0.00000
"2003-08-04 00:00:00",1.12840,1.12860,1.12730,1.12830,-0.00010,-0.008862106,0.00130,SELL,10.00000
"2003-08-04 01:00:00",1.12810,1.12840,1.12650,1.12710,-0.00100,-0.088644624,0.00190,SELL,100.00000
"2003-08-04 02:00:00",1.12700,1.12820,1.12640,1.12690,-0.00010,-0.008873114,0.00180,SELL,10.00000
"2003-08-04 03:00:00",1.12680,1.12720,1.12610,1.12650,-0.00030,-0.026624068,0.00110,SELL,30.00000
"2003-08-04 04:00:00",1.12660,1.12780,1.12640,1.12640,-0.00020,-0.017752530,0.00140,SELL,20.00000
"2003-08-04 05:00:00",1.12660,1.12720,1.12610,1.12690,0.00030,0.026628795,0.00110,BUY,30.00000
"2003-08-04 06:00:00",1.12690,1.12810,1.12660,1.12730,0.00040,0.035495607,0.00150,BUY,40.00000
"2003-08-04 07:00:00",1.12730,1.12820,1.12690,1.12720,-0.00010,-0.008870753,0.00130,SELL,10.00000
"2003-08-04 08:00:00",1.12720,1.12790,1.12610,1.12680,-0.00040,-0.035486160,0.00180,SELL,40.00000
"2003-08-04 09:00:00",1.12680,1.13160,1.12630,1.13140,0.00460,0.408235712,0.00530,BUY,460.00000
"2003-08-04 10:00:00",1.13140,1.13170,1.12880,1.13030,-0.00110,-0.097224677,0.00290,SELL,110.00000
"2003-08-04 11:00:00",1.13040,1.13090,1.12920,1.13020,-0.00020,-0.017692852,0.00170,SELL,20.00000
"2003-08-04 12:00:00",1.13030,1.13120,1.12980,1.13040,0.00010,0.008847209,0.00140,BUY,10.00000
"2003-08-04 13:00:00",1.13020,1.13220,1.12980,1.13130,0.00110,0.097327907,0.00240,BUY,110.00000
"2003-08-04 14:00:00",1.13160,1.13190,1.12960,1.13030,-0.00130,-0.114881584,0.00230,SELL,130.00000
"2003-08-04 15:00:00",1.13030,1.13210,1.12980,1.13160,0.00130,0.115013713,0.00230,BUY,130.00000
"2003-08-04 16:00:00",1.13170,1.13500,1.13080,1.13360,0.00190,0.167889017,0.00420,BUY,190.00000
"2003-08-04 17:00:00",1.13370,1.13470,1.13280,1.13370,0.00000,0.000000000,0.00190,SELL,0.00000
"2003-08-04 18:00:00",1.13380,1.13780,1.13340,1.13640,0.00260,0.229317340,0.00440,BUY,260.00000
"2003-08-04 19:00:00",1.13630,1.13720,1.13500,1.13590,-0.00040,-0.035201971,0.00220,SELL,40.00000
"2003-08-04 20:00:00",1.13600,1.13670,1.13420,1.13550,-0.00050,-0.044014085,0.00250,SELL,50.00000
"2003-08-04 21:00:00",1.13530,1.13670,1.13500,1.13580,0.00050,0.044041223,0.00170,BUY,50.00000
"2003-08-04 22:00:00",1.13580,1.13660,1.13530,1.13580,0.00000,0.000000000,0.00130,SELL,0.00000
"2003-08-04 23:00:00",1.13610,1.13680,1.13520,1.13550,-0.00060,-0.052812252,0.00160,SELL,60.00000
"2003-08-05 00:00:00",1.13560,1.13610,1.13470,1.13530,-0.00030,-0.026417753,0.00140,SELL,30.00000
"2003-08-05 01:00:00",1.13510,1.13580,1.13420,1.13530,0.00020,0.017619593,0.00160,BUY,20.00000
"2003-08-05 02:00:00",1.13520,1.13620,1.13430,1.13490,-0.00030,-0.026427061,0.00190,SELL,30.00000
"2003-08-05 03:00:00",1.13500,1.13570,1.13430,1.13540,0.00040,0.035242291,0.00140,BUY,40.00000
"2003-08-05 04:00:00",1.13550,1.13620,1.13520,1.13520,-0.00030,-0.026420079,0.00100,SELL,30.00000
"2003-08-05 05:00:00",1.13530,1.13590,1.13500,1.13550,0.00020,0.017616489,0.00090,BUY,20.00000
"2003-08-05 06:00:00",1.13560,1.13660,1.13510,1.13570,0.00010,0.008805918,0.00150,BUY,10.00000
"2003-08-05 07:00:00",1.13600,1.13680,1.13530,1.13590,-0.00010,-0.008802817,0.00150,SELL,10.00000
"2003-08-05 08:00:00",1.13590,1.13720,1.13520,1.13670,0.00080,0.070428735,0.00200,BUY,80.00000
"2003-08-05 09:00:00",1.13650,1.13840,1.13550,1.13740,0.00090,0.079190497,0.00290,BUY,90.00000
"2003-08-05 10:00:00",1.13740,1.13810,1.13430,1.13510,-0.00230,-0.202215579,0.00380,SELL,230.00000
"2003-08-05 11:00:00",1.13550,1.13580,1.13280,1.13310,-0.00240,-0.211360634,0.00300,SELL,240.00000
"2003-08-05 12:00:00",1.13330,1.13400,1.13250,1.13280,-0.00050,-0.044118945,0.00150,SELL,50.00000
"2003-08-05 13:00:00",1.13280,1.13430,1.13190,1.13390,0.00110,0.097104520,0.00240,BUY,110.00000
"2003-08-05 14:00:00",1.13390,1.13430,1.13080,1.13180,-0.00210,-0.185201517,0.00350,SELL,210.00000
"2003-08-05 15:00:00",1.13160,1.13400,1.13090,1.13320,0.00160,0.141392718,0.00310,BUY,160.00000
"2003-08-05 16:00:00",1.13320,1.13570,1.13070,1.13460,0.00140,0.123543946,0.00500,BUY,140.00000
"2003-08-05 17:00:00",1.13460,1.13620,1.13430,1.13490,0.00030,0.026441036,0.00190,BUY,30.00000
"2003-08-05 18:00:00",1.13490,1.13550,1.13310,1.13380,-0.00110,-0.096924839,0.00240,SELL,110.00000
"2003-08-05 19:00:00",1.13380,1.13530,1.13360,1.13460,0.00080,0.070559182,0.00170,BUY,80.00000
"2003-08-05 20:00:00",1.13450,1.13540,1.13390,1.13510,0.00060,0.052886734,0.00150,BUY,60.00000
"2003-08-05 21:00:00",1.13510,1.13760,1.13420,1.13720,0.00210,0.185005726,0.00340,BUY,210.00000
"2003-08-05 22:00:00",1.13740,1.14030,1.13710,1.13820,0.00080,0.070335854,0.00320,BUY,80.00000
"2003-08-05 23:00:00",1.13800,1.14000,1.13790,1.13890,0.00090,0.079086116,0.00210,BUY,90.00000
"2003-08-06 00:00:00",1.13890,1.13970,1.13850,1.13940,0.00050,0.043902011,0.00120,BUY,50.00000
"2003-08-06 01:00:00",1.13930,1.14010,1.13930,1.13940,0.00010,0.008777319,0.00080,BUY,10.00000
"2003-08-06 02:00:00",1.13940,1.13970,1.13840,1.13860,-0.00080,-0.070212392,0.00130,SELL,80.00000
"2003-08-06 03:00:00",1.13860,1.14020,1.13860,1.13970,0.00110,0.096609872,0.00160,BUY,110.00000
"2003-08-06 04:00:00",1.13960,1.14080,1.13920,1.14020,0.00060,0.052650053,0.00160,BUY,60.00000
"2003-08-06 05:00:00",1.14040,1.14130,1.14000,1.14030,-0.00010,-0.008768853,0.00130,SELL,10.00000
"2003-08-06 06:00:00",1.14030,1.14120,1.13990,1.14080,0.00050,0.043848110,0.00130,BUY,50.00000
"2003-08-06 07:00:00",1.14080,1.14140,1.13930,1.13970,-0.00110,-0.096423562,0.00210,SELL,110.00000
"2003-08-06 08:00:00",1.13980,1.14210,1.13950,1.14180,0.00200,0.175469381,0.00260,BUY,200.00000
"2003-08-06 09:00:00",1.14160,1.14300,1.14020,1.14040,-0.00120,-0.105115627,0.00280,SELL,120.00000
"2003-08-06 10:00:00",1.14030,1.14210,1.13990,1.14020,-0.00010,-0.008769622,0.00220,SELL,10.00000
"2003-08-06 11:00:00",1.14000,1.14110,1.13870,1.13910,-0.00090,-0.078947368,0.00240,SELL,90.00000
"2003-08-06 12:00:00",1.13940,1.13990,1.13800,1.13840,-0.00100,-0.087765491,0.00190,SELL,100.00000
"2003-08-06 13:00:00",1.13860,1.13930,1.13810,1.13900,0.00040,0.035130862,0.00120,BUY,40.00000
"2003-08-06 14:00:00",1.13920,1.13980,1.13610,1.13710,-0.00210,-0.184339888,0.00370,SELL,210.00000
"2003-08-06 15:00:00",1.13720,1.13860,1.13570,1.13780,0.00060,0.052761168,0.00290,BUY,60.00000
"2003-08-06 16:00:00",1.13760,1.13980,1.13660,1.13750,-0.00010,-0.008790436,0.00320,SELL,10.00000
"2003-08-06 17:00:00",1.13760,1.13860,1.13530,1.13600,-0.00160,-0.140646976,0.00330,SELL,160.00000
"2003-08-06 18:00:00",1.13590,1.13780,1.13540,1.13720,0.00130,0.114446694,0.00240,BUY,130.00000
"2003-08-06 19:00:00",1.13720,1.13780,1.13350,1.13390,-0.00330,-0.290186423,0.00430,SELL,330.00000
"2003-08-06 20:00:00",1.13380,1.13490,1.13270,1.13490,0.00110,0.097018875,0.00220,BUY,110.00000
"2003-08-06 21:00:00",1.13470,1.13590,1.13390,1.13470,0.00000,0.000000000,0.00200,SELL,0.00000
"2003-08-06 22:00:00",1.13470,1.13530,1.13300,1.13340,-0.00130,-0.114567727,0.00230,SELL,130.00000
"2003-08-06 23:00:00",1.13350,1.13450,1.13300,1.13360,0.00010,0.008822232,0.00150,BUY,10.00000
"2003-08-07 00:00:00",1.13370,1.13450,1.13300,1.13390,0.00020,0.017641351,0.00150,BUY,20.00000
"2003-08-07 01:00:00",1.13410,1.13500,1.13350,1.13410,0.00000,0.000000000,0.00150,SELL,0.00000
"2003-08-07 02:00:00",1.13410,1.13500,1.13370,1.13400,-0.00010,-0.008817565,0.00130,SELL,10.00000
"2003-08-07 03:00:00",1.13420,1.13440,1.13290,1.13340,-0.00080,-0.070534297,0.00150,SELL,80.00000
"2003-08-07 04:00:00",1.13340,1.13400,1.13280,1.13320,-0.00020,-0.017646021,0.00120,SELL,20.00000
"2003-08-07 05:00:00",1.13360,1.13360,1.13270,1.13300,-0.00060,-0.052928723,0.00090,SELL,60.00000
"2003-08-07 06:00:00",1.13280,1.13430,1.13280,1.13370,0.00090,0.079449153,0.00150,BUY,90.00000
"2003-08-07 07:00:00",1.13370,1.13450,1.13320,1.13400,0.00030,0.026462027,0.00130,BUY,30.00000
"2003-08-07 08:00:00",1.13400,1.13430,1.13190,1.13350,-0.00050,-0.044091711,0.00240,SELL,50.00000
"2003-08-07 09:00:00",1.13330,1.13600,1.13310,1.13570,0.00240,0.211770934,0.00290,BUY,240.00000
"2003-08-07 10:00:00",1.13540,1.13580,1.13400,1.13480,-0.00060,-0.052844812,0.00180,SELL,60.00000
"2003-08-07 11:00:00",1.13470,1.13730,1.13430,1.13640,0.00170,0.149819336,0.00300,BUY,170.00000
"2003-08-07 12:00:00",1.13630,1.13710,1.13510,1.13550,-0.00080,-0.070403943,0.00200,SELL,80.00000
"2003-08-07 13:00:00",1.13530,1.13700,1.13510,1.13570,0.00040,0.035232978,0.00190,BUY,40.00000
"2003-08-07 14:00:00",1.13550,1.13790,1.13490,1.13640,0.00090,0.079260238,0.00300,BUY,90.00000
"2003-08-07 15:00:00",1.13640,1.14110,1.13600,1.13890,0.00250,0.219992960,0.00510,BUY,250.00000
"2003-08-07 16:00:00",1.13890,1.14110,1.13770,1.14070,0.00180,0.158047239,0.00340,BUY,180.00000
"2003-08-07 17:00:00",1.14070,1.14190,1.13870,1.13990,-0.00080,-0.070132375,0.00320,SELL,80.00000
"2003-08-07 18:00:00",1.14000,1.14070,1.13730,1.13850,-0.00150,-0.131578947,0.00340,SELL,150.00000
"2003-08-07 19:00:00",1.13820,1.13910,1.13660,1.13690,-0.00130,-0.114215428,0.00250,SELL,130.00000
"2003-08-07 20:00:00",1.13690,1.13790,1.13630,1.13710,0.00020,0.017591697,0.00160,BUY,20.00000
"2003-08-07 21:00:00",1.13710,1.13780,1.13640,1.13730,0.00020,0.017588603,0.00140,BUY,20.00000
"2003-08-07 22:00:00",1.13730,1.13790,1.13650,1.13730,0.00000,0.000000000,0.00140,SELL,0.00000
"2003-08-07 23:00:00",1.13720,1.13870,1.13710,1.13760,0.00040,0.035174112,0.00160,BUY,40.00000
"2003-08-08 00:00:00",1.13760,1.13840,1.13750,1.13760,0.00000,0.000000000,0.00090,SELL,0.00000
"2003-08-08 01:00:00",1.13810,1.13820,1.13630,1.13650,-0.00160,-0.140585186,0.00190,SELL,160.00000
"2003-08-08 02:00:00",1.13650,1.13740,1.13610,1.13660,0.00010,0.008798944,0.00130,BUY,10.00000
"2003-08-08 03:00:00",1.13650,1.13710,1.13550,1.13590,-0.00060,-0.052793665,0.00160,SELL,60.00000
"2003-08-08 04:00:00",1.13600,1.13650,1.13520,1.13570,-0.00030,-0.026408451,0.00130,SELL,30.00000
"2003-08-08 05:00:00",1.13570,1.13670,1.13530,1.13630,0.00060,0.052830853,0.00140,BUY,60.00000
"2003-08-08 06:00:00",1.13630,1.13650,1.13540,1.13610,-0.00020,-0.017600986,0.00110,SELL,20.00000
"2003-08-08 07:00:00",1.13600,1.13710,1.13560,1.13670,0.00070,0.061619718,0.00150,BUY,70.00000
"2003-08-08 08:00:00",1.13690,1.13820,1.13620,1.13760,0.00070,0.061570939,0.00200,BUY,70.00000
"2003-08-08 09:00:00",1.13760,1.13820,1.13330,1.13400,-0.00360,-0.316455696,0.00490,SELL,360.00000
"2003-08-08 10:00:00",1.13410,1.13490,1.13280,1.13290,-0.00120,-0.105810775,0.00210,SELL,120.00000
"2003-08-08 11:00:00",1.13310,1.13470,1.13290,1.13380,0.00070,0.061777425,0.00180,BUY,70.00000
"2003-08-08 12:00:00",1.13390,1.13600,1.13350,1.13450,0.00060,0.052914719,0.00250,BUY,60.00000
"2003-08-08 13:00:00",1.13480,1.13490,1.13250,1.13340,-0.00140,-0.123369757,0.00240,SELL,140.00000
"2003-08-08 14:00:00",1.13320,1.13380,1.13050,1.13150,-0.00170,-0.150017649,0.00330,SELL,170.00000
